,mapping,trans_mapping,hs,hk,smap,smap_inf
737,[0 2 4 6 7 8],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.843572,3.273705,0.469472,2.618059
738,[1 2 3 7 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.858163,3.398287,0.527817,2.632650
739,[1 2 4 5 7 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.892659,3.393481,0.542839,2.667146
740,[0 2 3 5 6 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.884415,3.248240,0.488504,2.658902
741,[0 1 2 3 4 5],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']",3.442281,3.112518,0.481364,2.216768
742,[0 5 6 7 8 9],"['AAPL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.950032,3.416317,0.547852,2.724520
743,[2 4 5 6 8 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.905454,3.301673,0.494141,2.679941
744,[0 1 3 6 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.799083,3.301277,0.405780,2.573570
745,[0 2 3 4 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",3.451411,3.181247,0.493249,2.225898
746,[1 2 4 5 6 7],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.834289,3.274958,0.485104,2.608776
747,[0 1 3 4 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.448325,3.213831,0.529725,2.222812
748,[1 2 3 4 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",3.431459,3.246492,0.484418,2.205947
749,[0 2 3 4 7 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.504452,3.194335,0.570788,2.278939
750,[1 2 4 5 6 8],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.810486,3.334836,0.436994,2.584973
751,[0 2 3 5 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.901747,3.391650,0.522269,2.676234
752,[0 1 4 5 6 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.842526,3.294887,0.475252,2.617014
753,[0 4 5 7 8 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.909958,3.416917,0.546873,2.684446
754,[0 3 5 7 8 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.907372,3.371979,0.552108,2.681859
755,[1 4 5 6 7 8],"['ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.824768,3.303048,0.459966,2.599255
756,[0 1 2 4 6 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",3.840546,3.231336,0.483587,2.615033
757,[1 5 6 7 8 9],"['ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.900092,3.241262,0.531102,2.674579
758,[3 4 6 7 8 9],"['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.509867,3.131170,0.509054,2.284354
759,[0 1 2 3 6 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']",3.806333,3.245424,0.440948,2.580820
760,[1 3 4 5 6 8],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.420662,3.146558,0.439891,2.195149
761,[0 2 4 6 8 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.868476,3.386004,0.487085,2.642963
762,[2 3 5 6 7 8],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.882238,3.371794,0.476501,2.656725
763,[1 2 4 6 7 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.859876,3.338697,0.513759,2.634363
764,[1 3 6 7 8 9],"['ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.850039,3.324956,0.488274,2.624526
765,[0 2 3 7 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.885597,3.359135,0.536945,2.660084
766,[2 3 4 5 7 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.537265,3.163099,0.574452,2.311753
767,[0 1 2 4 5 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.825419,3.248411,0.471346,2.599906
768,[1 3 4 5 7 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.466914,3.164552,0.541212,2.241401
769,[0 1 2 4 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",3.815259,3.102277,0.500090,2.589747
770,[0 1 2 5 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.915644,3.374316,0.555395,2.690131
771,[0 2 5 6 7 8],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.901266,3.169537,0.513377,2.675754
772,[1 3 4 6 7 8],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.418376,3.090574,0.440147,2.192863
773,[1 3 5 6 8 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.857825,3.274870,0.491670,2.632312
774,[1 2 4 5 7 8],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.842703,3.354956,0.503999,2.617190
775,[1 2 3 5 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.873437,3.378958,0.516126,2.647924
776,[0 3 5 6 8 9],"['AAPL.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.905713,3.320654,0.486400,2.680201
777,[1 2 5 6 7 8],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.852264,3.284002,0.490556,2.626751
778,[0 2 3 6 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.843662,3.314595,0.432709,2.618149
779,[0 2 5 7 8 9],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.934219,3.350213,0.569958,2.708706
780,[0 2 3 4 5 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.522563,3.226229,0.561419,2.297051
781,[0 2 4 7 8 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.886204,3.335901,0.554727,2.660691
782,[0 1 4 6 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.796663,3.279464,0.433021,2.571151
783,[0 2 6 7 8 9],"['AAPL.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.917692,3.376345,0.534408,2.692179
784,[0 1 5 7 8 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.903756,3.334507,0.546318,2.678243
785,[0 1 2 4 5 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.880194,3.316607,0.525642,2.654681
786,[0 4 5 6 7 9],"['AAPL.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.908532,3.342316,0.518709,2.683019
787,[0 1 5 6 7 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.894410,3.380385,0.513405,2.668897
788,[2 4 5 7 8 9],"['ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.920742,3.284704,0.554503,2.695229
789,[0 1 5 6 7 8],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.852717,3.240633,0.476938,2.627204
790,[1 2 3 4 6 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.403972,3.221078,0.413922,2.178459
791,[1 2 3 4 7 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']",3.478403,3.164232,0.536490,2.252890
792,[0 1 3 5 6 7],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.806890,3.291061,0.452180,2.581377
793,[1 2 3 4 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.465943,3.248977,0.513287,2.240431
794,[2 3 4 6 7 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.524013,3.316211,0.519826,2.298500
795,[0 1 3 6 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.837038,3.318659,0.471642,2.611525
796,[0 1 3 4 5 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.438263,3.137630,0.450579,2.212750
797,[1 2 3 4 5 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.443691,3.194705,0.478528,2.218179
798,[0 2 4 5 8 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.903557,3.308974,0.530924,2.678044
799,[0 1 2 3 4 6],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']",3.401378,3.144567,0.432188,2.175865
800,[0 1 2 3 6 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']",3.846264,3.280798,0.472786,2.620751
801,[0 1 3 7 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.855853,3.336154,0.515671,2.630340
802,[0 1 2 5 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.862094,3.341290,0.514956,2.636581
803,[0 1 2 5 6 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.831874,3.278691,0.464318,2.606361
804,[2 3 4 6 8 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.494254,3.131383,0.472119,2.268741
805,[0 1 4 5 6 7],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.803948,3.265354,0.450325,2.578435
806,[2 3 5 6 7 9],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.942614,3.415751,0.520939,2.717101
807,[3 4 5 6 7 8],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.492413,3.186623,0.489093,2.266900
808,[0 2 3 4 5 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']",3.466076,3.218854,0.485518,2.240563
809,[0 2 3 5 7 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.926385,3.331147,0.575072,2.700872
810,[0 3 4 5 6 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.502715,3.199725,0.510068,2.277202
811,[0 1 2 3 6 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']",3.778217,3.254136,0.402644,2.552704
812,[2 3 5 7 8 9],"['ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.917318,3.368927,0.544862,2.691805
813,[0 1 3 4 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']",3.426364,3.182945,0.467038,2.200852
814,[0 1 4 5 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.873776,3.257783,0.493416,2.648263
815,[0 1 4 6 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.834808,3.187171,0.446978,2.609295
816,[0 2 3 4 5 6],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.471316,3.187461,0.469660,2.245803
817,[1 2 3 4 5 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.490605,3.188818,0.547120,2.265092
818,[1 3 5 6 7 8],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.826443,3.166171,0.468234,2.600930
819,[0 1 2 6 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.860890,3.303772,0.486556,2.635377
820,[1 2 5 6 7 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.910859,3.358371,0.537246,2.685346
821,[0 1 2 4 6 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']",3.801551,3.269669,0.470782,2.576039
822,[0 2 4 5 6 7],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.881259,3.304683,0.495925,2.655747
823,[0 1 2 5 6 7],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.858938,3.355672,0.501264,2.633425
824,[1 2 3 4 5 6],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']",3.429288,3.214711,0.461297,2.203775
825,[0 1 2 3 5 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'TSLA.csv']",3.881587,3.309804,0.533069,2.656074
826,[0 2 5 6 7 9],"['AAPL.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.962821,3.348126,0.560952,2.737309
827,[0 3 4 5 7 8],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.476397,3.201704,0.510173,2.250884
828,[0 2 3 5 6 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.915729,3.319024,0.501372,2.690216
829,[0 1 2 4 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']",3.850164,3.387207,0.518191,2.624651
830,[0 1 2 3 5 6],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']",3.809975,3.264833,0.459500,2.584463
831,[1 2 4 5 8 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",3.875678,3.334568,0.520678,2.650166
832,[1 2 3 6 7 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.863668,3.326744,0.486443,2.638155
833,[0 1 2 5 6 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.891759,3.371790,0.518344,2.666247
834,[0 1 4 5 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.859663,3.389836,0.520200,2.634150
835,[0 1 5 6 8 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.888472,3.259735,0.497250,2.662959
836,[3 4 5 6 7 9],"['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",3.525233,3.210729,0.538204,2.299720
837,[0 1 3 4 5 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']",3.464966,3.114097,0.517778,2.239454
838,[1 2 3 5 6 7],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",3.837156,3.283889,0.473327,2.611643
839,[1 2 4 6 7 8],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.805625,3.321040,0.467268,2.580112
840,[2 3 4 5 7 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",3.489639,3.279515,0.518959,2.264127
841,[1 3 4 7 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",3.464784,3.271609,0.529317,2.239271
842,[0 1 2 4 6 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']",3.776908,3.276380,0.418979,2.551395
843,[0 1 3 5 7 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",3.859765,3.348837,0.534737,2.634252
844,[0 1 3 5 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.802931,3.246832,0.429421,2.577418
845,[1 2 4 5 6 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']",3.866922,3.353557,0.501585,2.641410
846,[1 2 3 6 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",3.837875,3.300422,0.462649,2.612362
847,[0 2 3 4 5 6 7],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']",4.071273,3.380905,0.400828,1.747148
848,[1 3 4 6 7 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.039467,3.371151,0.381529,1.715342
849,[0 1 2 5 6 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.485996,3.318412,0.442570,2.161871
850,[0 2 3 4 7 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.078932,3.422803,0.454445,1.754807
851,[0 2 3 4 5 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",4.062135,3.465772,0.413331,1.738010
852,[0 1 3 5 7 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.454664,3.315049,0.428436,2.130539
853,[0 2 4 5 6 7 9],"['AAPL.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.507273,3.402562,0.443274,2.183148
854,[0 1 2 4 5 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']",4.469508,3.355973,0.438404,2.145383
855,[0 3 4 5 6 7 9],"['AAPL.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.104231,3.373956,0.444962,1.780106
856,[0 2 3 4 6 8 9],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",4.063144,3.399074,0.368694,1.739018
857,[0 1 3 4 5 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']",4.070586,3.379408,0.403982,1.746461
858,[0 1 3 4 5 6 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",3.995130,3.312600,0.310105,1.671005
859,[1 3 5 6 7 8 9],"['ADBE.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.442158,3.374672,0.409406,2.118032
860,[1 2 4 5 6 7 9],"['ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.456251,3.378057,0.429570,2.132126
861,[1 3 4 5 6 7 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.053113,3.362387,0.410481,1.728988
862,[1 2 3 5 6 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",4.396152,3.279420,0.359695,2.072027
863,[1 2 5 6 7 8 9],"['ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.469021,3.352275,0.437928,2.144896
864,[2 3 4 5 6 7 9],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.133152,3.460743,0.447499,1.809026
865,[1 2 3 4 5 7 8],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']",4.036007,3.450032,0.401887,1.711882
866,[0 1 2 4 6 7 8],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",4.364166,3.237990,0.364854,2.040041
867,[0 1 2 3 4 6 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']",4.034727,3.321590,0.382532,1.710602
868,[1 2 3 5 7 8 9],"['ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.460033,3.405211,0.437936,2.135908
869,[0 2 3 4 5 6 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']",4.038886,3.349710,0.331392,1.714761
870,[0 1 3 4 6 7 8],"['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",3.990202,3.274294,0.306664,1.666076
871,[1 3 4 5 7 8 9],"['ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.072939,3.374452,0.446547,1.748814
872,[0 1 5 6 7 8 9],"['AAPL.csv', 'ADBE.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.473993,3.307702,0.428032,2.149867
873,[0 1 2 6 7 8 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']",4.449435,3.388785,0.420419,2.125310
874,[0 1 2 3 6 7 9],"['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']",4.432607,3.322743,0.378960,2.108482
875,[0 2 3 4 6 7 8],"['AAPL.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",4.031415,3.382209,0.347216,1.707290
876,[0 1 4 5 6 8 9],"['AAPL.csv', 'ADBE.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']",4.430962,3.339272,0.357779,2.106837
877,[2 3 4 5 6 7 8],"['ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']",4.069130,3.404004,0.380941,1.745005
