N	mapping	trans_mapping	hs	hk	smap	smap_inf
5	[ 3  5  6  9 10]	['CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	3.374418	3.177667	0.495875	4.654903
5	[ 3  5  6  9 11]	['CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	3.400324	3.135415	0.525300	4.680810
5	[ 3  5  6 10 11]	['CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	3.363478	3.092299	0.498355	4.643964
5	[3 5 7 8 9]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	3.355432	3.119042	0.487250	4.635918
5	[ 3  5  7  8 10]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	3.311471	3.067678	0.462540	4.591957
5	[ 3  5  7  8 11]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	3.343746	3.188165	0.492345	4.624232
5	[ 3  5  7  9 10]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	3.350227	3.179879	0.478930	4.630713
5	[ 3  5  7  9 11]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	3.382139	3.180620	0.509479	4.662625
5	[ 3  5  7 10 11]	['CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	3.341631	3.086057	0.479188	4.622117
5	[ 3  5  8  9 10]	['CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.360716	3.092830	0.494045	4.641202
5	[ 3  5  8  9 11]	['CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.381619	3.117628	0.518268	4.662105
5	[ 3  5  8 10 11]	['CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.348575	3.013898	0.499102	4.629061
5	[ 3  5  9 10 11]	['CSCO.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.386907	2.995140	0.508886	4.667393
5	[3 6 7 8 9]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	3.419023	3.169159	0.510942	4.699509
5	[ 3  6  7  8 10]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	3.370299	3.020362	0.485135	4.650784
5	[ 3  6  7  8 11]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	3.409594	3.224673	0.499775	4.690079
5	[ 3  6  7  9 10]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	3.399599	3.129051	0.500361	4.680085
5	[ 3  6  7  9 11]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	3.439622	3.217100	0.517489	4.720108
5	[ 3  6  7 10 11]	['CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	3.391833	3.089935	0.495275	4.672319
5	[ 3  6  8  9 10]	['CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.407096	3.120710	0.516352	4.687582
5	[ 3  6  8  9 11]	['CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.432518	3.160537	0.531578	4.713004
5	[ 3  6  8 10 11]	['CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.393161	3.210690	0.518259	4.673646
5	[ 3  6  9 10 11]	['CSCO.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.420284	3.255883	0.529043	4.700770
5	[ 3  7  8  9 10]	['CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.394362	3.104564	0.496926	4.674848
5	[ 3  7  8  9 11]	['CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.426055	3.138281	0.522240	4.706541
5	[ 3  7  8 10 11]	['CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.389124	3.240657	0.484699	4.669609
5	[ 3  7  9 10 11]	['CSCO.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.416537	3.114893	0.508555	4.697023
5	[ 3  8  9 10 11]	['CSCO.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.410548	3.212593	0.525509	4.691034
5	[4 5 6 7 8]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	2.878812	2.751590	0.516132	4.159298
5	[4 5 6 7 9]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	2.914725	2.787536	0.532285	4.195211
5	[ 4  5  6  7 10]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	2.874849	2.745154	0.500187	4.155335
5	[ 4  5  6  7 11]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	2.904728	2.712250	0.530821	4.185214
5	[4 5 6 8 9]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	2.908981	2.861617	0.540072	4.189467
5	[ 4  5  6  8 10]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	2.883021	2.674673	0.521388	4.163506
5	[ 4  5  6  8 11]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	2.891550	2.830091	0.549462	4.172035
5	[ 4  5  6  9 10]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	2.915711	2.833738	0.534778	4.196197
5	[ 4  5  6  9 11]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	2.924770	2.868655	0.561718	4.205256
5	[ 4  5  6 10 11]	['GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	2.904071	2.838894	0.534833	4.184557
5	[4 5 7 8 9]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	2.903276	2.721989	0.522851	4.183762
5	[ 4  5  7  8 10]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	2.869948	2.752253	0.495814	4.150434
5	[ 4  5  7  8 11]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	2.892403	2.817257	0.522937	4.172889
5	[ 4  5  7  9 10]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	2.904897	2.777669	0.513348	4.185383
5	[ 4  5  7  9 11]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	2.927859	2.860520	0.542756	4.208345
5	[ 4  5  7 10 11]	['GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	2.897613	2.772703	0.507901	4.178099
5	[ 4  5  8  9 10]	['GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	2.901208	2.742019	0.530869	4.181693
5	[ 4  5  8  9 11]	['GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	2.902381	2.802057	0.554608	4.182867
5	[ 4  5  8 10 11]	['GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	2.886966	2.762038	0.531140	4.167452
5	[ 4  5  9 10 11]	['GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	2.922674	2.803031	0.546204	4.203160
5	[4 6 7 8 9]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	3.335635	3.068471	0.507557	4.616121
5	[ 4  6  7  8 10]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	3.293581	2.974522	0.483504	4.574067
5	[ 4  6  7  8 11]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	3.321853	3.029929	0.503875	4.602339
5	[ 4  6  7  9 10]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	3.327508	3.089138	0.500171	4.607993
5	[ 4  6  7  9 11]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	3.358446	3.267786	0.525208	4.638932
5	[ 4  6  7 10 11]	['GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	3.318719	3.119870	0.492581	4.599205
5	[ 4  6  8  9 10]	['GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.328537	3.156104	0.519418	4.609023
5	[ 4  6  8  9 11]	['GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.340368	3.086001	0.541641	4.620854
5	[ 4  6  8 10 11]	['GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.313249	3.167421	0.518883	4.593735
5	[ 4  6  9 10 11]	['GOOG.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.349046	3.178489	0.532888	4.629532
5	[ 4  7  8  9 10]	['GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.317538	3.136770	0.492613	4.598024
5	[ 4  7  8  9 11]	['GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.341042	3.146531	0.514231	4.621528
5	[ 4  7  8 10 11]	['GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.308603	3.098374	0.485931	4.589089
5	[ 4  7  9 10 11]	['GOOG.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.342855	3.103139	0.507752	4.623340
5	[ 4  8  9 10 11]	['GOOG.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.327661	2.988720	0.533263	4.608147
5	[5 6 7 8 9]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	3.335858	3.094258	0.500811	4.616344
5	[ 5  6  7  8 10]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	3.292483	2.954423	0.479276	4.572969
5	[ 5  6  7  8 11]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	3.320835	3.097816	0.501598	4.601321
5	[ 5  6  7  9 10]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	3.330011	3.080589	0.494321	4.610497
5	[ 5  6  7  9 11]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	3.358580	3.130970	0.520750	4.639066
5	[ 5  6  7 10 11]	['GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	3.320150	3.069740	0.488472	4.600636
5	[ 5  6  8  9 10]	['GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.331438	3.166018	0.513007	4.611924
5	[ 5  6  8  9 11]	['GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.344140	3.169894	0.535819	4.624626
5	[ 5  6  8 10 11]	['GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.316528	2.992449	0.514175	4.597014
5	[ 5  6  9 10 11]	['GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.352835	3.142933	0.530840	4.633321
5	[ 5  7  8  9 10]	['GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.316811	3.087030	0.490979	4.597296
5	[ 5  7  8  9 11]	['GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.340473	3.099723	0.511680	4.620959
5	[ 5  7  8 10 11]	['GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.307307	3.079397	0.486872	4.587793
5	[ 5  7  9 10 11]	['GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.342949	3.078308	0.506772	4.623435
5	[ 5  8  9 10 11]	['GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.328881	3.104364	0.528384	4.609367
5	[ 6  7  8  9 10]	['IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	3.372428	2.980289	0.517217	4.652914
5	[ 6  7  8  9 11]	['IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	3.399394	3.123507	0.530978	4.679880
5	[ 6  7  8 10 11]	['IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	3.360825	3.173321	0.504990	4.641311
5	[ 6  7  9 10 11]	['IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.391229	3.047799	0.526961	4.671715
5	[ 6  8  9 10 11]	['IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.369202	2.921321	0.552176	4.649688
5	[ 7  8  9 10 11]	['MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	3.376423	3.140190	0.526879	4.656909
6	[0 1 2 3 4 5]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv']	3.459898	3.168164	0.443923	3.641772
6	[0 1 2 3 4 6]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv']	3.866050	3.256225	0.416395	4.047923
6	[0 1 2 3 4 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv']	3.816726	3.199165	0.414542	3.998600
6	[0 1 2 3 4 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv']	3.864384	3.207742	0.413662	4.046258
6	[0 1 2 3 4 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'NTES.csv']	3.909535	3.329165	0.445812	4.091408
6	[ 0  1  2  3  4 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'NVDA.csv']	3.842800	3.346143	0.411267	4.024674
6	[ 0  1  2  3  4 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOG.csv', 'TSLA.csv']	3.898635	3.343937	0.441044	4.080509
6	[0 1 2 3 5 6]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv']	3.863117	3.296734	0.414847	4.044990
6	[0 1 2 3 5 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv']	3.812841	3.199768	0.417739	3.994715
6	[0 1 2 3 5 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv']	3.862479	3.303172	0.423249	4.044352
6	[0 1 2 3 5 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'NTES.csv']	3.906754	3.417577	0.445972	4.088628
6	[ 0  1  2  3  5 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'NVDA.csv']	3.839013	3.229403	0.412409	4.020887
6	[ 0  1  2  3  5 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'GOOGL.csv', 'TSLA.csv']	3.895357	3.296477	0.439385	4.077231
6	[0 1 2 3 6 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv']	3.868697	3.345076	0.432022	4.050571
6	[0 1 2 3 6 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv']	3.912563	3.234924	0.439663	4.094436
6	[0 1 2 3 6 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv', 'NTES.csv']	3.950898	3.292839	0.463186	4.132771
6	[ 0  1  2  3  6 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv', 'NVDA.csv']	3.882684	3.300439	0.440465	4.064558
6	[ 0  1  2  3  6 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'IDXX.csv', 'TSLA.csv']	3.939047	3.377121	0.455490	4.120920
6	[0 1 2 3 7 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv']	3.867616	3.282053	0.425494	4.049490
6	[0 1 2 3 7 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'MSFT.csv', 'NTES.csv']	3.908263	3.351238	0.448736	4.090137
6	[ 0  1  2  3  7 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'MSFT.csv', 'NVDA.csv']	3.842811	3.267981	0.419905	4.024684
6	[ 0  1  2  3  7 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'MSFT.csv', 'TSLA.csv']	3.903042	3.359167	0.442400	4.084916
6	[0 1 2 3 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NFLX.csv', 'NTES.csv']	3.946696	3.379431	0.465131	4.128570
6	[ 0  1  2  3  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NFLX.csv', 'NVDA.csv']	3.881966	3.253985	0.440914	4.063840
6	[ 0  1  2  3  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NFLX.csv', 'TSLA.csv']	3.936640	3.393444	0.450678	4.118513
6	[ 0  1  2  3  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NTES.csv', 'NVDA.csv']	3.921355	3.288472	0.462378	4.103229
6	[ 0  1  2  3  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NTES.csv', 'TSLA.csv']	3.974264	3.372750	0.481277	4.156138
6	[ 0  1  2  3 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'CSCO.csv', 'NVDA.csv', 'TSLA.csv']	3.909743	3.301635	0.447407	4.091616
6	[0 1 2 4 5 6]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv']	3.442281	3.112518	0.451493	3.624154
6	[0 1 2 4 5 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv']	3.401378	3.144567	0.441087	3.583251
6	[0 1 2 4 5 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv']	3.433165	3.093523	0.448230	3.615038
6	[0 1 2 4 5 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv']	3.481005	3.189611	0.473353	3.662878
6	[ 0  1  2  4  5 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NVDA.csv']	3.416781	3.115243	0.436358	3.598654
6	[ 0  1  2  4  5 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'TSLA.csv']	3.471975	3.175975	0.472840	3.653848
6	[0 1 2 4 6 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv']	3.809975	3.264833	0.423909	3.991849
6	[0 1 2 4 6 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv']	3.845325	3.317757	0.427534	4.027199
6	[0 1 2 4 6 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv']	3.890533	3.336568	0.457295	4.072407
6	[ 0  1  2  4  6 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NVDA.csv']	3.825553	3.314716	0.423616	4.007427
6	[ 0  1  2  4  6 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'TSLA.csv']	3.881587	3.309804	0.455969	4.063461
6	[0 1 2 4 7 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv']	3.806333	3.245424	0.414317	3.988207
6	[0 1 2 4 7 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv']	3.852390	3.307884	0.439529	4.034263
6	[ 0  1  2  4  7 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NVDA.csv']	3.778217	3.254136	0.398392	3.960090
6	[ 0  1  2  4  7 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'TSLA.csv']	3.846264	3.280798	0.436638	4.028138
6	[0 1 2 4 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv']	3.883294	3.266774	0.448993	4.065168
6	[ 0  1  2  4  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NVDA.csv']	3.816736	3.392408	0.420373	3.998609
6	[ 0  1  2  4  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'TSLA.csv']	3.872275	3.268409	0.447285	4.054149
6	[ 0  1  2  4  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NTES.csv', 'NVDA.csv']	3.858424	3.320505	0.442428	4.040297
6	[ 0  1  2  4  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NTES.csv', 'TSLA.csv']	3.915399	3.381690	0.473332	4.097273
6	[ 0  1  2  4 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NVDA.csv', 'TSLA.csv']	3.852265	3.396016	0.437149	4.034138
6	[0 1 2 5 6 7]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv']	3.805795	3.198225	0.416628	3.987669
6	[0 1 2 5 6 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv']	3.843463	3.346401	0.425528	4.025337
6	[0 1 2 5 6 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv']	3.890277	3.345487	0.448401	4.072150
6	[ 0  1  2  5  6 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv']	3.825419	3.248411	0.418701	4.007292
6	[ 0  1  2  5  6 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'TSLA.csv']	3.880194	3.316607	0.448376	4.062067
6	[0 1 2 5 7 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv']	3.801551	3.269669	0.422378	3.983425
6	[0 1 2 5 7 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv']	3.848958	3.254107	0.438826	4.030832
6	[ 0  1  2  5  7 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv']	3.776908	3.276380	0.398978	3.958782
6	[ 0  1  2  5  7 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'TSLA.csv']	3.840546	3.231336	0.435057	4.022419
6	[0 1 2 5 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv']	3.881038	3.261383	0.447155	4.062911
6	[ 0  1  2  5  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv']	3.815259	3.102277	0.426496	3.997133
6	[ 0  1  2  5  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'TSLA.csv']	3.869347	3.270883	0.446205	4.051221
6	[ 0  1  2  5  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv']	3.858346	3.429509	0.440968	4.040220
6	[ 0  1  2  5  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NTES.csv', 'TSLA.csv']	3.912833	3.346317	0.469774	4.094706
6	[ 0  1  2  5 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NVDA.csv', 'TSLA.csv']	3.850164	3.387207	0.436237	4.032038
6	[0 1 2 6 7 8]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	3.858938	3.355672	0.440820	4.040811
6	[0 1 2 6 7 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	3.899399	3.360175	0.461999	4.081272
6	[ 0  1  2  6  7 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	3.831874	3.278691	0.430443	4.013747
6	[ 0  1  2  6  7 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	3.891759	3.371790	0.452149	4.073633
6	[0 1 2 6 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	3.926408	3.440884	0.478507	4.108281
6	[ 0  1  2  6  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	3.862094	3.341290	0.451922	4.043968
