N	mapping	trans_mapping	hs	hk	smap	smap_inf
8	[0 1 2 4 5 6 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	4.660239	3.388462	0.359253	2.644888
8	[ 0  1  2  4  5  6  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	4.587641	3.302063	0.336793	2.572290
8	[ 0  1  2  4  5  6  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	4.647694	3.346637	0.367852	2.632343
8	[ 0  1  2  4  5  6  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	4.630632	3.446922	0.356039	2.615281
8	[ 0  1  2  4  5  6  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	4.691028	3.399273	0.397061	2.675677
8	[ 0  1  2  4  5  6 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	4.629220	3.409383	0.360967	2.613869
8	[0 1 2 4 5 7 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.615495	3.382139	0.349196	2.600144
8	[ 0  1  2  4  5  7  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.537700	3.360907	0.313386	2.522349
8	[ 0  1  2  4  5  7  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.603139	3.341995	0.351906	2.587788
8	[ 0  1  2  4  5  7  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.582227	3.350969	0.324546	2.566876
8	[ 0  1  2  4  5  7  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.653407	3.452057	0.370927	2.638056
8	[ 0  1  2  4  5  7 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.573244	3.331414	0.325193	2.557893
8	[ 0  1  2  4  5  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.620797	3.404368	0.356210	2.605446
8	[ 0  1  2  4  5  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.677915	3.293702	0.387345	2.662564
8	[ 0  1  2  4  5  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.612004	3.396326	0.353184	2.596653
8	[ 0  1  2  4  5  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.654365	3.406753	0.367768	2.639014
8	[0 1 2 4 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	5.014731	3.201170	0.332547	2.999380
8	[ 0  1  2  4  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.936003	3.179383	0.296836	2.920652
8	[ 0  1  2  4  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	5.008211	3.195350	0.325244	2.992860
8	[ 0  1  2  4  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.979235	3.208827	0.322395	2.963884
8	[ 0  1  2  4  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	5.047783	3.274825	0.354556	3.032432
8	[ 0  1  2  4  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.972542	3.203356	0.322806	2.957191
8	[ 0  1  2  4  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.023912	3.171470	0.343171	3.008561
8	[ 0  1  2  4  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.084310	3.163460	0.368531	3.068959
8	[ 0  1  2  4  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.017270	3.225878	0.337702	3.001919
8	[ 0  1  2  4  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.060182	3.265116	0.364017	3.044831
8	[ 0  1  2  4  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.972043	3.225725	0.312638	2.956692
8	[ 0  1  2  4  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.041951	3.216584	0.340522	3.026600
8	[ 0  1  2  4  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.966322	3.182210	0.301642	2.950971
8	[ 0  1  2  4  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.003763	3.274044	0.328105	2.988412
8	[ 0  1  2  4  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.039633	3.236390	0.355733	3.024282
8	[0 1 2 5 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	5.010812	3.194830	0.327731	2.995461
8	[ 0  1  2  5  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.934153	3.154210	0.299398	2.918802
8	[ 0  1  2  5  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	5.002269	3.258967	0.320124	2.986918
8	[ 0  1  2  5  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.982674	3.213348	0.308509	2.967323
8	[ 0  1  2  5  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	5.045308	3.208267	0.339131	3.029957
8	[ 0  1  2  5  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.969077	3.159332	0.305692	2.953726
8	[ 0  1  2  5  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.024552	3.182157	0.339994	3.009201
8	[ 0  1  2  5  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.081982	3.226165	0.355256	3.066631
8	[ 0  1  2  5  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.019405	3.219794	0.331087	3.004053
8	[ 0  1  2  5  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.062956	3.268184	0.353660	3.047605
8	[ 0  1  2  5  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.971058	3.049015	0.326384	2.955707
8	[ 0  1  2  5  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.035115	3.196605	0.341265	3.019764
8	[ 0  1  2  5  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.960355	3.203658	0.309700	2.945004
8	[ 0  1  2  5  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.001069	3.253808	0.323055	2.985718
8	[ 0  1  2  5  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.040884	3.244824	0.358345	3.025533
8	[ 0  1  2  6  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.031455	3.197082	0.356351	3.016104
8	[ 0  1  2  6  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.092674	3.258305	0.369559	3.077323
8	[ 0  1  2  6  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.021356	3.171085	0.337829	3.006005
8	[ 0  1  2  6  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.058174	3.205535	0.364940	3.042823
8	[ 0  1  2  6  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.093759	3.204358	0.391341	3.078408
8	[ 0  1  2  7  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'ADI.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.051037	3.202919	0.355793	3.035686
8	[0 1 3 4 5 6 7 8]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv']	4.593439	3.212401	0.330207	2.578088
8	[0 1 3 4 5 6 7 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv']	4.638010	3.329251	0.354535	2.622659
8	[ 0  1  3  4  5  6  7 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv']	4.578876	3.285738	0.308390	2.563525
8	[ 0  1  3  4  5  6  7 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'TSLA.csv']	4.627631	3.290331	0.352784	2.612280
8	[0 1 3 4 5 6 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv']	4.681736	3.380759	0.351424	2.666385
8	[ 0  1  3  4  5  6  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv']	4.627337	3.266618	0.323949	2.611986
8	[ 0  1  3  4  5  6  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'TSLA.csv']	4.665723	3.354188	0.365434	2.650371
8	[ 0  1  3  4  5  6  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv']	4.677421	3.373943	0.344245	2.662070
8	[ 0  1  3  4  5  6  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'TSLA.csv']	4.714730	3.369710	0.385522	2.699379
8	[ 0  1  3  4  5  6 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NVDA.csv', 'TSLA.csv']	4.667503	3.340975	0.341492	2.652152
8	[0 1 3 4 5 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.637249	3.307601	0.345945	2.621898
8	[ 0  1  3  4  5  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.576450	3.253156	0.303335	2.561099
8	[ 0  1  3  4  5  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.623765	3.184658	0.354950	2.608414
8	[ 0  1  3  4  5  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.628208	3.361423	0.328951	2.612857
8	[ 0  1  3  4  5  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.673050	3.322928	0.374471	2.657698
8	[ 0  1  3  4  5  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.618350	3.316743	0.321583	2.602999
8	[ 0  1  3  4  5  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.667542	3.298343	0.340518	2.652191
8	[ 0  1  3  4  5  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	4.703473	3.387741	0.384983	2.688122
8	[ 0  1  3  4  5  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.653279	3.369453	0.348511	2.637928
8	[ 0  1  3  4  5  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'GOOGL.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	4.710382	3.387247	0.359466	2.695031
8	[0 1 3 4 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	5.031124	3.187464	0.314144	3.015773
8	[ 0  1  3  4  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.969099	3.124033	0.271879	2.953748
8	[ 0  1  3  4  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	5.024269	3.150071	0.315619	3.008918
8	[ 0  1  3  4  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	5.010421	3.218945	0.307568	2.995070
8	[ 0  1  3  4  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	5.065416	3.223449	0.339718	3.050064
8	[ 0  1  3  4  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	5.008100	3.177856	0.303464	2.992749
8	[ 0  1  3  4  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.058577	3.195898	0.315554	3.043226
8	[ 0  1  3  4  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.107254	3.236331	0.352164	3.091903
8	[ 0  1  3  4  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.050942	3.189923	0.318666	3.035591
8	[ 0  1  3  4  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.095612	3.228139	0.343122	3.080261
8	[ 0  1  3  4  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.006041	3.193222	0.290472	2.990690
8	[ 0  1  3  4  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.063724	3.170309	0.333195	3.048373
8	[ 0  1  3  4  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.005184	3.218040	0.286167	2.989833
8	[ 0  1  3  4  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.051745	3.138260	0.319166	3.036394
8	[ 0  1  3  4  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOG.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.085625	3.112944	0.337598	3.070274
8	[0 1 3 5 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	5.027764	3.167879	0.316736	3.012413
8	[ 0  1  3  5  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.963299	3.136532	0.281550	2.947948
8	[ 0  1  3  5  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	5.018202	3.192393	0.315065	3.002851
8	[ 0  1  3  5  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	5.008022	3.220457	0.304691	2.992671
8	[ 0  1  3  5  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	5.060145	3.243303	0.328724	3.044794
8	[ 0  1  3  5  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	5.001883	3.190440	0.294370	2.986532
8	[ 0  1  3  5  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.059496	3.184989	0.318367	3.044145
8	[ 0  1  3  5  6  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.104793	3.195566	0.348964	3.089442
8	[ 0  1  3  5  6  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.049107	3.179603	0.318236	3.033756
8	[ 0  1  3  5  6  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'IDXX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.093007	3.194244	0.335785	3.077656
8	[ 0  1  3  5  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.002728	3.208810	0.303202	2.987377
8	[ 0  1  3  5  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.058072	3.222640	0.335869	3.042721
8	[ 0  1  3  5  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	4.997634	3.173579	0.299595	2.982283
8	[ 0  1  3  5  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.046312	3.209121	0.317075	3.030961
8	[ 0  1  3  5  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'GOOGL.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.083099	3.058076	0.343286	3.067748
8	[ 0  1  3  6  7  8  9 10]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	5.058348	3.218388	0.331064	3.042997
8	[ 0  1  3  6  7  8  9 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'TSLA.csv']	5.115450	3.144223	0.352181	3.100099
8	[ 0  1  3  6  7  8 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv', 'TSLA.csv']	5.054598	3.169432	0.318400	3.039247
8	[ 0  1  3  6  7  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.089796	3.242329	0.342101	3.074445
8	[ 0  1  3  6  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.126015	3.181488	0.370086	3.110664
8	[ 0  1  3  7  8  9 10 11]	['AAPL.csv', 'ADBE.csv', 'CSCO.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv', 'TSLA.csv']	5.090707	3.197194	0.338256	3.075356
8	[0 1 4 5 6 7 8 9]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NTES.csv']	4.621583	3.291675	0.359885	2.606232
8	[ 0  1  4  5  6  7  8 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'NVDA.csv']	4.568410	3.284906	0.330737	2.553059
8	[ 0  1  4  5  6  7  8 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NFLX.csv', 'TSLA.csv']	4.611875	3.315083	0.363878	2.596524
8	[ 0  1  4  5  6  7  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'NVDA.csv']	4.614065	3.343894	0.350435	2.598714
8	[ 0  1  4  5  6  7  9 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NTES.csv', 'TSLA.csv']	4.653339	3.432410	0.381404	2.637988
8	[ 0  1  4  5  6  7 10 11]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'MSFT.csv', 'NVDA.csv', 'TSLA.csv']	4.608941	3.331303	0.342571	2.593590
8	[ 0  1  4  5  6  8  9 10]	['AAPL.csv', 'ADBE.csv', 'GOOG.csv', 'GOOGL.csv', 'IDXX.csv', 'NFLX.csv', 'NTES.csv', 'NVDA.csv']	4.650087	3.345545	0.367782	2.634735
